AddedSqFt,AddressDescription,AppliedDate,COIssuedDate,CompletedDate,Description,EstProjectCost,EstProjectCostDEC,EstProjectCostText,ExpiresDate,Fee,HoldDate,IssuedDate,LastUpdated,Link,MasterPermitNum,NumberOfBathrooms,NumberOfBedrooms,NumberOfUnits,OriginalAddress1,OriginalAddress2,OriginalCity,OriginalState,OriginalZip,PIN,PermitClass,PermitClassMapped,PermitNum,PermitType,PermitTypeDesc,PermitTypeMapped,ProjectID,ProjectName,ProposedUsed,Publisher,StatusCurrent,StatusCurrentMapped,StatusDate,TotalAccSqFt,TotalFinishedSqFt,TotalHeatedSqFt,TotalSqFt,TotalUnHeatedSqFt,TotalUnfinishedSqFt,Units,VoidDate,WorkClass,WorkClassMapped,_id
,001110,2025-04-03,,2025-07-24,"T/O TILE ROOF. RE-NAIL DECK TO CODE. DRY IN WITH POLYGLASS (FL5259.2) INSTALL EAGLE BEL AIR ROOF TILES (FL7473.2) 56 SQ, 7/12, 1 STORY.",0.0,0.0,0.0,2026-07-24,181.43,,2025-04-03,2025-08-05,https://aca.tampagov.net/citizenaccess/,,,,,17834 Arbor Greene Dr  ,,Tampa,FL,33647,2027165YF000014000220A,Residential,Residential,BTR-25-0605023,Residential Roof Trade Permit,,Roof,,17834 Arbor Greene Dr (ACA),,TAMPA,Complete,Permit Finaled,2025-07-24,,,,,,,,,,,81228
0,001110,2025-04-03,,,"* Private Provider- Plan Review and Inspections*
New Single Family Residence 4 Bed/ 4 Bath, attached garage, front porch, and rear patio.",0.0,0.0,0.0,,355.0,,,2025-05-08,https://aca.tampagov.net/citizenaccess/,,,,1,3217 Oakellar Ave W ,,Tampa,FL,33611,1830033VS000005000250A,Residential,Residential,UTL-25-0000646,Residential Utility Application,,Other,,3217 W Oakellar Ave (ACA),,TAMPA,In Process,In Review,2025-05-07,,,,,,,,,,,81229
,000000,2025-04-03,,2025-06-06,"Re-roof using TPO and peel/stick underlayment, flat roof included",0.0,0.0,0.0,2026-06-06,181.43,,2025-04-03,2025-08-05,https://aca.tampagov.net/citizenaccess/,,,,,5008 Lancaster St W ,,Tampa,FL,33616,18301770E000000000240A,Residential,Residential,BTR-25-0605024,Residential Roof Trade Permit,,Roof,,5008 W Lancaster St (ACA),,TAMPA,Complete,Permit Finaled,2025-06-06,,,,,,,,,,,81230
,001110,2025-04-03,,,"Remove and replace 18 windows, size for size.",0.0,0.0,0.0,2026-04-03,124.0,,2025-04-03,2025-08-23,https://aca.tampagov.net/citizenaccess/,,,,,3205 Knights Ave W ,,Tampa,FL,33611,1830033VL000004000200A,Residential,Residential,BTR-25-0605025,Residential Building Trade Permit,,Building,,3205 W Knights Ave (ACA),,TAMPA,Issued,Permit Issued,2025-04-03,,,,,,,,,,,81231
,001110,2025-04-03,,2025-04-14,Re-Roof,0.0,0.0,0.0,2026-04-14,181.43,,2025-04-03,2025-04-15,https://aca.tampagov.net/citizenaccess/,,,,,7705 De Soto St S ,,Tampa,FL,33616,18302042J000246000030A,Residential,Residential,BTR-25-0605026,Residential Roof Trade Permit,,Roof,,7705 S De Soto St (ACA),,TAMPA,Complete,Permit Finaled,2025-04-14,,,,,,,,,,,81232
,004800,2025-04-03,2025-05-22,2025-05-22,"Holiday Inn emergency replacement of existing cooling tower with like for like replacement, cooling tower is leaking badly due to erosion of the basin.",0.0,0.0,0.0,2025-11-24,293.28,,2025-05-14,2025-05-23,https://aca.tampagov.net/citizenaccess/,,,,1,700 West Shore Blvd N FS,,Tampa,FL,33609,1829203K600001200001PA,Commercial,Non-Residential,BLD-25-0515084,Commercial Miscellaneous Permit,,Other,,Replacing a cooling tower: Holiday Inn,,TAMPA,Complete,Permit Finaled,2025-05-22,,,,,,,1,,,,81233
,001110,2025-04-03,2025-04-15,2025-04-15,"**Storm Damage** Replace 4' drywall, repaint, replace flooring, replace trim.",0.0,0.0,0.0,2025-10-19,50.0,,2025-04-08,2025-04-16,https://aca.tampagov.net/citizenaccess/,,2,3,,4310 Coolidge Ave S ,,Tampa,FL,33611,1830043WV000006000070A,Residential,Residential,BLD-25-0515085,Residential Building Alterations (Renovations),,Building,,** Storm Damage ** FEMA - Interior Alteration,,TAMPA,Complete,Permit Finaled,2025-04-15,,,,1365,,,,,,,81234
,001110,2025-04-03,,2025-06-06,"Reroof - 1 st. 2/12, 18 sq OC Shingle 10674.1, Soprema UL 46297.1",0.0,0.0,0.0,2026-06-06,181.43,,2025-04-03,2025-08-05,https://aca.tampagov.net/citizenaccess/,,,,,3205 Shadowlawn Ave E ,,Tampa,FL,33610,19290549Y000008000100A,Residential,Residential,BTR-25-0605030,Residential Roof Trade Permit,,Roof,,3205 E Shadowlawn Ave (ACA),,TAMPA,Complete,Permit Finaled,2025-06-06,,,,,,,,,,,81235
,001110,2025-04-03,,2025-04-15,Equal Change-out 2 Ton Deluxe Heat Pump Horizontal in Attic,0.0,0.0,0.0,2026-04-03,124.0,,2025-04-03,2025-04-16,https://aca.tampagov.net/citizenaccess/,,,,,9503 9th St N ,,Tampa,FL,33612,19281945D000015000020A,Residential,Residential,BTR-25-0605031,Residential Mechanical Trade Permit,,Mechanical,,9503 N 9th St (ACA),,TAMPA,Withdrawn,Permit Cancelled,2025-04-15,,,,,,,,,,,81236
,001110,2025-04-03,,2025-06-25,"Installation of Roof  Mounted PV System. and Energy Storage System
 3  Storage Units
1 wall connector",0.0,0.0,0.0,2026-06-25,248.0,,2025-04-03,2025-08-05,https://aca.tampagov.net/citizenaccess/,,,,,6207 Greenwich Dr  ,,Tampa,FL,33647,1927261DZ000002000050A,Residential,Residential,BTR-25-0605032,Residential Electrical Trade Permit,,Electrical,,6207 Greenwich Dr (ACA),,TAMPA,Complete,Permit Finaled,2025-06-25,,,,,,,,,,,81237
,001110,2025-04-03,,,screen enclosure mono slab,0.0,0.0,0.0,,401.88,,,2025-05-15,https://aca.tampagov.net/citizenaccess/,,,,,19229 Mossy Pine Dr  ,,Tampa,FL,33647,202703B2R000003000170A,Site Plan Review,,SPR-25-0001552,Site Plan Review,,Other,,SPR - Screen Enclosure with mono slab,,TAMPA,Awaiting Client Reply,Other,2025-05-14,,,,,,,,,,,81238
,001110,2025-04-03,,,"¾ ton 18 seer Mini Split
AHRI#213895727",0.0,0.0,0.0,2026-04-03,124.0,,2025-04-03,2025-04-12,https://aca.tampagov.net/citizenaccess/,,,,,210 Keyes Ave W ,,Tampa,FL,33602,1829124R5000003000050A,Residential,Residential,BTR-25-0605033,Residential Mechanical Trade Permit,,Mechanical,,210 W Keyes Ave (ACA),,TAMPA,Issued,Permit Issued,2025-04-03,,,,,,,,,,,81239
,001140,2025-04-03,,2025-06-30,Replace 9 windows and 3 doors size for size,0.0,0.0,0.0,2026-06-30,248.0,,2025-04-03,2025-08-05,https://aca.tampagov.net/citizenaccess/,,,,,234 Columbia Dr  ,,Tampa,FL,33606,182925509000105000060A,Residential,Residential,BTR-25-0605034,Residential Building Trade Permit,,Building,,234 Columbia Dr (ACA),,TAMPA,Complete,Permit Finaled,2025-06-30,,,,,,,,,,,81240
,001110,2025-04-03,,,screen room mono slab,0.0,0.0,0.0,,281.88,,,2025-05-17,https://aca.tampagov.net/citizenaccess/,,,,,10910 Sundrift Dr  ,,Tampa,FL,33647,202702C6X000005000170A,Site Plan Review,,SPR-25-0001553,Site Plan Review,,Other,,SPR - Screen Enclosure with mono slab,,TAMPA,Site Plan Review Complete,Other,2025-05-16,,,,,,,,,,,81241
0,004800,2025-04-03,,,"THE RENOVATION OF A HISTORIC
WAREHOUSE  WITH A TOTAL OF 29,205 GROSS SQUARE FEET. THE SCOPE OF THE WORK
CONSISTS OF WORKSPACES FOR ARTISTS AND AN ART GALLERY.",0.0,0.0,0.0,,100.0,,,2025-05-15,https://aca.tampagov.net/citizenaccess/,,,,1,1728 2nd Ave E FS,,Tampa,FL,33605,1929184WO000064000020A,Commercial,Non-Residential,UTL-25-0000647,Commercial Utility Application,,Other,,1728 E 2nd Ave (ACA),,TAMPA,Awaiting Client Reply,Other,2025-05-12,,,,,,,1,,,,81242
,001110,2025-04-03,,2025-05-02,EQUAL AC CHANGE OUT,0.0,0.0,0.0,2026-05-02,248.0,,2025-04-14,2025-05-03,https://aca.tampagov.net/citizenaccess/,,,,,17202 Keely Dr  ,,Tampa,FL,33647,1927231BW000003000180A,Residential,Residential,BTR-25-0605035,Residential Mechanical Trade Permit,,Mechanical,,17202 Keely Dr (ACA),,TAMPA,Complete,Permit Finaled,2025-05-02,,,,,,,,,,,81243
,001110,2025-04-03,,2025-07-03,"Remove and replace 16 windows and 1 SGD, Size for size",0.0,0.0,0.0,2026-07-03,124.0,,2025-04-03,2025-08-05,https://aca.tampagov.net/citizenaccess/,,,,,8216 Stockton Way  ,,Tampa,FL,33647,1927141ASC00000000310A,Residential,Residential,BTR-25-0605036,Residential Building Trade Permit,,Building,,8216 Stockton Way (ACA),,TAMPA,Complete,Permit Finaled,2025-07-03,,,,,,,,,,,81244
,001110,2025-04-03,,2025-04-23,Roof Install - Flat roof,0.0,0.0,0.0,2026-04-23,181.43,,2025-04-03,2025-04-27,https://aca.tampagov.net/citizenaccess/,,,,,3308 San Nicholas St W ,,Tampa,FL,33629,1829273QH000008000060A,Residential,Residential,BTR-25-0605039,Residential Roof Trade Permit,,Roof,,3308 W San Nicholas St (ACA),,TAMPA,Complete,Permit Finaled,2025-04-23,,,,,,,,,,,81245
,006000,2025-04-03,,2025-04-09,Garage Parapet Wall Reconstruction,0.0,0.0,0.0,,0.0,,,2025-04-12,https://aca.tampagov.net/citizenaccess/,,,,,201 Kennedy Blvd E ,,Tampa,FL,33602,1829244ZI000077000010A,Site Plan Review,,SPR-25-0001554,Site Plan Review,,Other,,Site plan review - Garage Parapet Wall Reconstruction,,TAMPA,Withdrawn,Permit Cancelled,2025-04-09,,,,,,,,,,,81246
,001110,2025-04-03,,2025-04-17,E/C/O (2) Panels (1) 200 AMP .,0.0,0.0,0.0,2026-04-17,124.0,,2025-04-03,2025-04-19,https://aca.tampagov.net/citizenaccess/,,,,,3107 San Carlos St W ,,Tampa,FL,33629,182927ZZZ000005499700A,Residential,Residential,BTR-25-0605044,Residential Electrical Trade Permit,,Electrical,,3107 W San Carlos St (ACA),,TAMPA,Complete,Permit Finaled,2025-04-17,,,,,,,,,,,81247
,,2025-04-03,,2025-04-03,Add Contact to a Building Record,0.0,0.0,0.0,,0.0,,,2025-04-12,https://aca.tampagov.net/citizenaccess/,,,,,,,,FL,,,Contact,,BLDCO-25-000338,Add Contact to a Building Record,,Other,, (ACA),,TAMPA,Complete,Permit Finaled,2025-04-03,,,,,,,,,,,81248
,001110,2025-04-03,,2025-04-23,"Remove and replace 6 windows, 1 SGD and 3 Entry Doors, Size for size",0.0,0.0,0.0,2026-04-23,124.0,,2025-04-03,2025-04-27,https://aca.tampagov.net/citizenaccess/,,,,,15905 Benton Ct  ,,Tampa,FL,33647,1927361EG000003000180A,Residential,Residential,BTR-25-0605047,Residential Building Trade Permit,,Building,,15905 Benton Ct (ACA),,TAMPA,Complete,Permit Finaled,2025-04-23,,,,,,,,,,,81249
,001100,2025-04-03,,2025-05-05,"My wife and I bought our hose on 3/3/25 at 117 W Fern St, Tampa Fl 33604.
We are inquiring if all structure have valid permits. Pavers in back yard specifically.
We appreciate all your help",0.0,0.0,0.0,,0.0,,,2025-05-07,https://aca.tampagov.net/citizenaccess/,,,,,117 Fern St W ,,Tampa,FL,33604,1828364FB000000005250A,Site Plan Review,,SPR-25-0001555,Site Plan Review,,Other,,117 W Fern St (ACA),,TAMPA,Withdrawn,Permit Cancelled,2025-05-05,,,,,,,,,,,81250
,006370,2025-04-03,,,"*EXTERIOR - REPAINT, NEW STOREFRONT DOOR AND WINDOW, ADDITION OF ADA ACCESS, REMOVAL OF CONCRETE RAMP.
*INTERIOR RENOVATION - ADD / REMOVE WALLS AND DOORS AS NOTED ON THE
PLANS, UPDATE BUILDING SYSTEMS, UPDATE FINISHES THROUGHOUT",0.0,0.0,0.0,,740.88,,,2025-08-15,https://aca.tampagov.net/citizenaccess/,,,,,1528 North B St W ,,Tampa,FL,33606,1829234S3000006000090A,Site Plan Review,,SPR-25-0001556,Site Plan Review,,Other,,1528 W North B St (ACA),,TAMPA,Site Plan Review Complete,Other,2025-08-14,,,,,,,,,,,81251
,001110,2025-04-03,,,Build 10' x 14.6' screen enclosure on new concrete slab,0.0,0.0,0.0,,281.88,,,2025-05-17,https://aca.tampagov.net/citizenaccess/,,,,,3121 Cherokee Ave W ,,Tampa,FL,33611,1830103YV000003000110A,Site Plan Review,,SPR-25-0001557,Site Plan Review,,Other,,SPR - Screen Enclosure,,TAMPA,Site Plan Review Complete,Other,2025-05-16,,,,,,,,,,,81252
,001110,2025-04-03,,2025-05-06,"Remove and replace 1 Entry Door, Size for size",0.0,0.0,0.0,2026-05-06,124.0,,2025-04-03,2025-05-07,https://aca.tampagov.net/citizenaccess/,,,,,8722 34th St N ,,Tampa,FL,33604,19282045WC00000000100A,Residential,Residential,BTR-25-0605051,Residential Building Trade Permit,,Building,,8722 N 34th St (ACA),,TAMPA,Complete,Permit Finaled,2025-05-06,,,,,,,,,,,81253
,001110,2025-04-03,,2025-04-08,RUNNING NEW NATURAL GAS LINES FROM METER TO LOCATION OF FUTURE GENERATOR.,0.0,0.0,0.0,2026-04-08,166.05,,2025-04-03,2025-04-12,https://aca.tampagov.net/citizenaccess/,,,,,310 Hanna Ave E ,,Tampa,FL,33604,1828364FA000000002980A,Residential,Residential,BTR-25-0605053,Residential Plumbing Trade Permit,,Plumbing,,310 E Hanna Ave (ACA),,TAMPA,Complete,Permit Finaled,2025-04-08,,,,,,,,,,,81254
,001110,2025-04-03,,2025-04-08,Pre-Application Consultation,0.0,0.0,0.0,,0.0,,,2025-04-12,https://aca.tampagov.net/citizenaccess/,,,,,8001 Highland Ave N ,,Tampa,FL,33604,1828254DQ000001000080A,Pre-App Consult,,PRE-25-0000051,Pre-Application Consultation,,Other,,8001 N Highland Ave (ACA),,TAMPA,Complete,Permit Finaled,2025-04-08,,,,,,,,,,,81255
,001110,2025-04-03,,,"A/C equal change out, same location, furnace, 4 ton",0.0,0.0,0.0,2026-04-03,248.0,,2025-04-03,2025-08-05,https://aca.tampagov.net/citizenaccess/,,,,,512 Lucerne Ave  ,,Tampa,FL,33606,182936509000054000220A,Residential,Residential,BTR-25-0605054,Residential Mechanical Trade Permit,,Mechanical,,512 Lucerne Ave (ACA),,TAMPA,Issued,Permit Issued,2025-04-03,,,,,,,,,,,81256
,001110,2025-04-03,,2025-04-30,Remove and replace size for size 8 windows.,0.0,0.0,0.0,2026-04-30,124.0,,2025-04-03,2025-05-03,https://aca.tampagov.net/citizenaccess/,,,,,8731 Hyaleah Rd N ,,Tampa,FL,33617,19282143R000000000040A,Residential,Residential,BTR-25-0605057,Residential Building Trade Permit,,Building,,8731 N Hyaleah Rd (ACA),,TAMPA,Complete,Permit Finaled,2025-04-30,,,,,,,,,,,81257
,001630,2025-04-03,,,SPR Placeholder for Comm Misc Permit for pool (W2 Block Gas Worx / BLD-23-0502542 / 1502 Nuccio Pkwy),0.0,0.0,0.0,,0.0,,,2025-08-05,https://aca.tampagov.net/citizenaccess/,,,,,1620 Nuccio Pkwy  100-764,,Tampa,FL,33605,19291851R000000000100A,Site Plan Review,,SPR-25-0001558,Site Plan Review,,Other,,SPR Placeholder for 1620 Nuccio Pkwy,,TAMPA,Site Plan Review Complete,Other,2025-04-03,,,,,,,,,,,81258
,,2025-04-03,,2025-07-21,Replace 1 window size for size,0.0,0.0,0.0,2026-07-21,124.0,,2025-04-03,2025-08-05,https://aca.tampagov.net/citizenaccess/,,,,,1011 Moody Ave S 11,,Tampa,FL,33629,1829263PA000000000110A,Residential,Residential,BTR-25-0605060,Residential Building Trade Permit,,Building,,1011 S Moody Ave (ACA),,TAMPA,Complete,Permit Finaled,2025-07-21,,,,,,,,,,,81259
,001110,2025-04-03,,,"Remove and replace 16 windows and 3 entry doors, size for size.",0.0,0.0,0.0,2026-04-03,248.0,,2025-04-03,2025-08-27,https://aca.tampagov.net/citizenaccess/,,,,,4511 Lois Ave S ,,Tampa,FL,33611,1830043WX000001000060A,Residential,Residential,BTR-25-0605061,Residential Building Trade Permit,,Building,,4511 S Lois Ave (ACA),,TAMPA,Issued,Permit Issued,2025-04-03,,,,,,,,,,,81260
,001110,2025-04-03,,2025-04-29,"6 Vinyl Single Hung-Size for Size-FPA#16412.3
2 Vinyl Gliders-Size for Size-FPA#16804.3, FPA#16804.7
1 Exterior Door-Size for Size-FPA#17347.3",0.0,0.0,0.0,2026-04-29,124.0,,2025-04-03,2025-05-03,https://aca.tampagov.net/citizenaccess/,,,,,11515 Forest Hills Dr N ,,Tampa,FL,33612,1828143D6000062000290A,Residential,Residential,BTR-25-0605062,Residential Building Trade Permit,,Building,,11515 N Forest Hills Dr (ACA),,TAMPA,Complete,Permit Finaled,2025-04-29,,,,,,,,,,,81261
,001110,2025-04-03,,,Reroof metal to metal,0.0,0.0,0.0,2025-10-13,181.43,,2025-04-16,2025-04-19,https://aca.tampagov.net/citizenaccess/,,,,,2516 10th St N ,,Tampa,FL,33605,19291851C000002000100A,Residential,Residential,BTR-25-0605064,Residential Roof Trade Permit,,Roof,,2516 N 10th St (ACA),,TAMPA,Issued,Permit Issued,2025-04-16,,,,,,,,,,,81262
,001110,2025-04-03,,2025-04-09,replace same size garage doors,0.0,0.0,0.0,2026-04-09,124.0,,2025-04-03,2025-04-12,https://aca.tampagov.net/citizenaccess/,,,,,8254 Swann Hollow Dr  ,,Tampa,FL,33647,1927115UA000010000010A,Residential,Residential,BTR-25-0605065,Residential Building Trade Permit,,Building,,8254 Swann Hollow Dr (ACA),,TAMPA,Complete,Permit Finaled,2025-04-09,,,,,,,,,,,81263
,009992,2025-04-03,,2025-05-02,Like for like change out of (1) 25 ton RTU with no duct work or electrical changes.,0.0,0.0,0.0,2026-05-02,166.05,,2025-04-03,2025-05-03,https://aca.tampagov.net/citizenaccess/,,,,1,1601 Snow Ave W ,,Tampa,FL,33606,1829264TN000000000050A,Commercial,Non-Residential,BTR-25-0605066,Commercial Mechanical Trade Permit,,Mechanical,,1601 W Snow Ave (ACA),,TAMPA,Complete,Permit Finaled,2025-05-02,,,,,,,,,,,81264
,,2025-04-03,,,"Remodeling / cosmetic only.  Changing out fixtures, cabinets, flooring, toilets, sinks, countertops.",0.0,0.0,0.0,2025-11-04,50.0,,,2025-05-11,https://aca.tampagov.net/citizenaccess/,,1.5,1,,4141 Bayshore Blvd  902,,Tampa,FL,33611,1830033WM000000009020A,Residential,Residential,BLD-25-0515091,Residential Building Alterations (Renovations),,Building,,Interior Remodel,,TAMPA,Awaiting Client Reply,Other,2025-05-08,,,,896,,,,,,,81265
,002000,2025-04-03,,,,0.0,0.0,0.0,2025-04-03,0.0,,,2025-04-16,https://aca.tampagov.net/citizenaccess/,,6,,,5201 West Shore Blvd S ,,Tampa,FL,33611,183008ZZZ000005530900A,Commercial,Non-Residential,BLD-25-0512723-1,Commercial Alteration Building Permit Partial CO,,Other,,Partial CO - Created From Commercial Permit BLD-25-0512723,,TAMPA,Administrative Close,Other,2025-04-03,,,,,,,,,,,81266
,001110,2025-04-03,,2025-04-14,Reroof single family,0.0,0.0,0.0,2026-04-14,181.43,,2025-04-03,2025-04-15,https://aca.tampagov.net/citizenaccess/,,,,,2111 Palmetto St W ,,Tampa,FL,33607,1829144PQ000022000210A,Residential,Residential,BTR-25-0605070,Residential Roof Trade Permit,,Roof,,2111 W Palmetto St (ACA),,TAMPA,Complete,Permit Finaled,2025-04-14,,,,,,,,,,,81267
,001100,2025-04-03,,2025-04-17,re roof,0.0,0.0,0.0,2026-04-17,181.43,,2025-04-03,2025-04-19,https://aca.tampagov.net/citizenaccess/,,,,,2313 112th Ave E ,,Tampa,FL,33612,192817439000004000070A,Residential,Residential,BTR-25-0605071,Residential Roof Trade Permit,,Roof,,2313 E 112th Ave (ACA),,TAMPA,Complete,Permit Finaled,2025-04-17,,,,,,,,,,,81268
,,2025-04-03,,2025-04-16,Interior Water Line Repipe,0.0,0.0,0.0,2026-04-16,124.0,,2025-04-03,2025-04-19,https://aca.tampagov.net/citizenaccess/,,,,1,1301 Howard Ave S A24,,Tampa,FL,33606,18292680VA00004A00240A,Commercial,Non-Residential,BTR-25-0605073,Commercial Plumbing Trade Permit,,Plumbing,,1301 S Howard Ave (ACA),,TAMPA,Complete,Permit Finaled,2025-04-16,,,,,,,,,,,81269
,001110,2025-04-03,,2025-04-25,Install tankless water heater,0.0,0.0,0.0,2026-04-25,124.0,,2025-04-03,2025-04-26,https://aca.tampagov.net/citizenaccess/,,,,,901 Mooring Cir  ,,Tampa,FL,33602,18292552F000002000020A,Residential,Residential,BTR-25-0605074,Residential Plumbing Trade Permit,,Plumbing,,901 Mooring Cir (ACA),,TAMPA,Complete,Permit Finaled,2025-04-25,,,,,,,,,,,81270
,001110,2025-04-03,,2025-04-21,REMOVAL OF DANGEROUS TREE DAMAGED BY STORM,0.0,0.0,0.0,,246.58,,,2025-04-26,https://aca.tampagov.net/citizenaccess/,,,,,3904 Vasconia St W ,,Tampa,FL,33629,,Revision,,BLD-24-0506024-REV1,Building Plan Revision,,Other,,Tree Removal Revision,,TAMPA,Complete,Permit Finaled,2025-04-21,,,,,,,,,,,81271
,001500,2025-04-03,,,"Complete Renovation of the following areas: Lobby and public restroom, fitness and fitness restroom, 7th floor meeting rooms and 16th floor meeting rooms.",0.0,0.0,0.0,2026-02-23,7428.83,,2025-07-23,2025-08-21,https://aca.tampagov.net/citizenaccess/,,253,,,7627 Courtney Campbell Cswy W ,,Tampa,FL,33607,172912ZZZ000005343500A,Commercial,Non-Residential,BLD-25-0515092,Commercial Building Alterations (Renovations),,Building,,FEMA - Interior Alteration - 7th Floor & 16th Floor - Westn Tampa Bay,,TAMPA,Issued,Permit Issued,2025-07-23,,,,11854,,,,,,,81272
,007000,2025-04-03,,,Site Plan Review - with the intent of replacing a damaged monument sign 'Parkview',0.0,0.0,0.0,,281.88,,,2025-08-22,https://aca.tampagov.net/citizenaccess/,,,,,18000 Arbor Greene Dr  ,,Tampa,FL,33647,20271622I000000P00000A,Site Plan Review,,SPR-25-0001559,Site Plan Review,,Other,,monument sign 'Parkview',,TAMPA,In Process,In Review,2025-08-21,,,,,,,,,,,81273
,,2025-04-03,,2025-05-12,"change in design
size and footprint stay the same",0.0,0.0,0.0,,120.0,,,2025-05-15,https://aca.tampagov.net/citizenaccess/,,,,,19307 Foggy Creek Ln  ,,Tampa,FL,33647,,Revision,,BLD-25-0514678-REV1,Building Plan Revision,,Other,,Plan Revision,,TAMPA,Complete,Permit Finaled,2025-05-12,,,,,,,,,,,81274
,009992,2025-04-03,,,"Install 1"" water piping from barbershop to water meter at roadway and install 3/4"" backflow",0.0,0.0,0.0,2026-04-03,124.0,,2025-04-03,2025-04-12,https://aca.tampagov.net/citizenaccess/,,,,1,4318 Armenia Ave N ,,Tampa,FL,33607,1829103IV000000000110A,Commercial,Non-Residential,BTR-25-0605079,Commercial Plumbing Trade Permit,,Plumbing,,4318 N Armenia Ave (ACA),,TAMPA,Issued,Permit Issued,2025-04-03,,,,,,,,,,,81275
,001110,2025-04-03,,,"Flat roof replacement
FL19979
SQ16
Pitch 1/12",0.0,0.0,0.0,2026-04-03,181.43,,2025-04-03,2025-04-12,https://aca.tampagov.net/citizenaccess/,,,,,1907 Wykagyl St S ,,Tampa,FL,33629,1829273QH000003000100A,Residential,Residential,BTR-25-0605082,Residential Roof Trade Permit,,Roof,,1907 S Wykagyl St (ACA),,TAMPA,Issued,Permit Issued,2025-04-03,,,,,,,,,,,81276
,001110,2025-04-03,,2025-08-20,install 1 accordion and 5 EZ Screen hurricane panel,0.0,0.0,0.0,2026-08-20,124.0,,2025-04-03,2025-08-21,https://aca.tampagov.net/citizenaccess/,,,,,10442 Canary Isle Dr  ,,Tampa,FL,33647,20271522G000001000170A,Residential,Residential,BTR-25-0605085,Residential Building Trade Permit,,Building,,10442 Canary Isle Dr (ACA),,TAMPA,Complete,Permit Finaled,2025-08-20,,,,,,,,,,,81277
,001110,2025-04-03,,2025-04-15,Tear off and re-roof with secondary water barrier and OC duration shingles in Antique Silver and a 2ply SBS mod bit on the low slope,0.0,0.0,0.0,2026-04-15,181.43,,2025-04-03,2025-04-16,https://aca.tampagov.net/citizenaccess/,,,,,4432 Wisconsin Ave W ,,Tampa,FL,33616,1830083XH000024000180A,Residential,Residential,BTR-25-0605087,Residential Roof Trade Permit,,Roof,,4432 W Wisconsin Ave (ACA),,TAMPA,Complete,Permit Finaled,2025-04-15,,,,,,,,,,,81278
,001110,2025-04-03,,2025-06-13,HVAC EQUAL CHANGEOUT 2.5-T HP,0.0,0.0,0.0,2026-06-13,124.0,,2025-04-03,2025-08-05,https://aca.tampagov.net/citizenaccess/,,,,,202 North Bay St W ,,Tampa,FL,33603,1829014GL000000004220A,Residential,Residential,BTR-25-0605088,Residential Mechanical Trade Permit,,Mechanical,,202 W North Bay St (ACA),,TAMPA,Complete,Permit Finaled,2025-06-13,,,,,,,,,,,81279
,001110,2025-04-03,,2025-04-08,"New Header, Beam connection, Top plates added.",0.0,0.0,0.0,,120.0,,,2025-04-12,https://aca.tampagov.net/citizenaccess/,,,,,2601 Prospect Rd W ,,Tampa,FL,33629,,Revision,,BLD-24-0510308-REV2,Building Plan Revision,,Other,,2601 W Prospect Rd (ACA),,TAMPA,Withdrawn,Permit Cancelled,2025-04-08,,,,,,,,,,,81280
,001110,2025-04-03,,,Remove and Dispose of a single layered asphalt Shingle Roof. Replace any damaged or rotted wood. Install Self-Adhering (peel & Stick) in compliance with 2023 Florida Building Code throughout entire roof. Install GAF Timberline® HD® Shingles FL10124-R35,0.0,0.0,0.0,2026-04-03,181.43,,2025-04-03,2025-04-12,https://aca.tampagov.net/citizenaccess/,,,,,5103 Tampania Ave N ,,Tampa,FL,33614,1829033IN000002000080A,Residential,Residential,BTR-25-0605089,Residential Roof Trade Permit,,Roof,,5103 N Tampania Ave (ACA),,TAMPA,Issued,Permit Issued,2025-04-03,,,,,,,,,,,81281
,001110,2025-04-03,,,"Hurricane damage occurred- Lower level remodel
-Powder bath, kitchen, laundry sunken room raised, butlers pantry. 
remove load baring wall.
Electrical
HVAC 
Plumbing
remove/replace windows/doors match existing size",0.0,0.0,0.0,2026-02-23,863.64,,2025-04-15,2025-08-27,https://aca.tampagov.net/citizenaccess/,,3,3,,4518 Brookwood Dr W ,,Tampa,FL,33629,1829293SB000004000090A,Residential,Residential,BLD-25-0515096,Residential Building Alterations (Renovations),,Building,,FEMA: Interior repairs,,TAMPA,Issued,Permit Issued,2025-04-15,,,,2666,,,,,,,81282
,001110,2025-04-03,,2025-04-08,new water services to house,0.0,0.0,0.0,2026-04-08,124.0,,2025-04-03,2025-04-12,https://aca.tampagov.net/citizenaccess/,,,,,335 Columbia Dr  ,,Tampa,FL,33606,182925509000107000380A,Residential,Residential,BTR-25-0605092,Residential Plumbing Trade Permit,,Plumbing,,335 Columbia Dr (ACA),,TAMPA,Complete,Permit Finaled,2025-04-08,,,,,,,,,,,81283
,007600,2025-04-03,,,Landscape Irrigation System for park improvements.,0.0,0.0,0.0,,281.88,,,2025-05-22,https://aca.tampagov.net/citizenaccess/,,,,,1002 Franklin St N ,,Tampa,FL,33602,1829134ZI000007000011A,Site Plan Review,,SPR-25-0001563,Site Plan Review,,Other,,SPR - Landscape Irrigation System,,TAMPA,Awaiting Client Reply,Other,2025-05-21,,,,,,,,,,,81284
